title,link,date,word
"'토리 아빠' 윤석열 ""반려견 등록제와 표준 진료체계 도입해야""",https://hankookilbo.com/News/Read/A2022011107020002750?did=NA,2022.01.11.,"['토리', '아빠', '윤석열', '반려견', '등록제와', '표준', '진료체계', '도입해야']"
캐나다에서 반려견 '전입신고'... 이건 좀 부럽다,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002799262&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,2022.01.11.,"['캐나다에서', '반려견', '전입신고', '이건', '좀', '부럽다']"
"[펫팸족 주목] 1인가구의 설 연휴, 반려견은 어떻게 해야 할까?",http://www.dailypop.kr/news/articleView.html?idxno=57544,2022.01.27.,"['펫팸족', '주목', '인가구의', '설', '연휴', '반려견은', '어떻게', '해야', '할까']"
"숲에 떨어진 공 물어왔어요, 멍멍···제주선 반려견 데리고 '티샷'",https://www.joongang.co.kr/article/25044018,,"['숲에', '떨어진', '공', '물어왔어요', '멍멍', '제주선', '반려견', '데리고', '티샷']"
"'이솔이♥' 박성광, 3층전원주택 마당에 설치한 으리으리 '반려견 놀이터'",http://sports.chosun.com/news/ntype.htm?id=202105010100001780016939&servicedate=20210430,2022.01.27.,"['이솔이', '박성광', '층전원주택', '마당에', '설치한', '으리으리', '반려견', '놀이터']"
"반려동물 7마리 키우는 윤석열, ‘반려동물 쉼터 확대’ 공약 발표 | 유기견 ...",http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14334&Newsnumb=20220114334,2021.04.30.,"['반려동물', '마리', '키우는', '윤석열', '반려동물', '쉼터', '확대', '공약', '발표', '유기견']"
"반려동물 7마리 키우는 윤석열, ‘반려동물 쉼터 확대’ 공약 발표 | 유기견 ...",http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=14334&Newsnumb=20220114334,2022.01.10.,"['반려동물', '마리', '키우는', '윤석열', '반려동물', '쉼터', '확대', '공약', '발표', '유기견']"
"창원 펫-빌리지놀이터, 설 연휴 정상 개장",https://www.pressian.com/pages/articles/2022012717040671926?utm_source=naver&utm_medium=search,2022.01.27.,"['창원', '펫', '빌리지놀이터', '설', '연휴', '정상', '개장']"
"이재준 고양시장, 덕수공원 반려견 놀이터 개장일 현장 방문",http://www.enewstoday.co.kr/news/articleView.html?idxno=1457060,2021.03.03.,"['이재준', '고양시장', '덕수공원', '반려견', '놀이터', '개장일', '현장', '방문']"
"덕수공원 반려견 놀이터 개장...이재준 고양시장 ""흡족한 모습에 어깨가 으쓱...",https://ilyo.co.kr/?ac=article_view&entry_id=394291,2021.03.02.,"['덕수공원', '반려견', '놀이터', '개장', '이재준', '고양시장', '흡족한', '모습에', '어깨가', '으쓱']"
"[천지포토] 이낙연, 반려견 놀이터에서 애견인과 함께",http://www.newscj.com/news/articleView.html?idxno=869700,2021.06.13.,"['천지포토', '이낙연', '반려견', '놀이터에서', '애견인과', '함께']"
반려견 놀이터 찾은 이낙연 전 대표 '반려견주 목소리 듣습니다',https://www.news1.kr/photos/view/?4819174,2021.06.13.,"['반려견', '놀이터', '찾은', '이낙연', '전', '대표', '반려견주', '목소리', '듣습니다']"
"서울 강남구, 10월까지 '반려견 순회 놀이터' 8회 운영",http://yna.kr/AKR20210527053800004?did=1195m,2021.05.27.,"['서울', '강남구', '월까지', '반려견', '순회', '놀이터', '회', '운영']"
"도봉구, 반려견놀이터 3월부터 개장",http://www.epnc.co.kr/news/articleView.html?idxno=202043,2021.02.25.,"['도봉구', '반려견놀이터', '월부터', '개장']"
도봉구 반려견놀이터 3월 개장,https://view.asiae.co.kr/article/2021022407570812217,2021.02.24.,"['도봉구', '반려견놀이터', '월', '개장']"
춘천반려견놀이터 10일 개장···11월 말까지 운영,http://www.enewstoday.co.kr/news/articleView.html?idxno=1465629,2021.04.01.,"['춘천반려견놀이터', '일', '개장', '월', '말까지', '운영']"
"고양시 덕수공원 반려견 놀이터, 3월 2일 개장",http://www.kmaeil.com/news/articleView.html?idxno=267124,2021.02.23.,"['고양시', '덕수공원', '반려견', '놀이터', '월', '일', '개장']"
반려견과 애견인이 함께...완주에 '애견놀이터' 조성,https://www.pressian.com/pages/articles/2021022210192499770?utm_source=naver&utm_medium=search,2021.02.22.,"['반려견과', '애견인이', '함께', '완주에', '애견놀이터', '조성']"
아산시 동물복지지원센터 착공...반려견·반려묘 150마리 보호,http://news.tf.co.kr/read/national/1920636.htm,2022.02.23.,"['아산시', '동물복지지원센터', '착공', '반려견', '반려묘', '마리', '보호']"
초안산근린공원에 반려견놀이터 다음달 2일부터 개장,http://www.wflower.info/news/article.html?no=5583,2021.02.25.,"['초안산근린공원에', '반려견놀이터', '다음달', '일부터', '개장']"
충분한 의견수렴 없이 추진된 서울시 반려견 놀이터 사업 ‘삐걱’,http://news.kmib.co.kr/article/view.asp?arcid=0015554954&code=61111311&cp=nv,2021.02.20.,"['충분한', '의견수렴', '없이', '추진된', '서울시', '반려견', '놀이터', '사업', '삐걱']"
춘천 반려견놀이터 개장… 오픈이벤트로 미용 무료,https://www.news1.kr/articles/?4270843,2021.04.11.,"['춘천', '반려견놀이터', '개장', '오픈이벤트로', '미용', '무료']"
"반려견 전용 창원 펫-빌리지 놀이터, 17일 재개장",http://www.busan.com/view/busan/view.php?code=2021021607231717556,2021.02.16.,"['반려견', '전용', '창원', '펫', '빌리지', '놀이터', '일', '재개장']"
"'이솔이♥' 박성광, 3층 신혼집에 꾸민 으리으리한 반려견 놀이터 공개",http://www.xportsnews.com/?ac=article_view&entry_id=1419653,2021.05.01.,"['이솔이', '박성광', '층', '신혼집에', '꾸민', '으리으리한', '반려견', '놀이터', '공개']"
"도봉구, 반려견놀이터 내달 2일 개장",http://www.newsis.com/view/?id=NISX20210224_0001349489&cID=10801&pID=14000,2021.02.24.,"['도봉구', '반려견놀이터', '내달', '일', '개장']"
"서울시, 자치구 반려견 놀이터 조성 지원...동물복지시설 확충 계획",http://www.econonews.co.kr/news/articleView.html?idxno=158273,2021.02.14.,"['서울시', '자치구', '반려견', '놀이터', '조성', '지원', '동물복지시설', '확충', '계획']"
"고양시, 덕수공원 반려견 놀이터 내달 2일 개장",https://www.sedaily.com/NewsView/22IN6EUFX9,2021.02.23.,"['고양시', '덕수공원', '반려견', '놀이터', '내달', '일', '개장']"
"[포토]안병용 의정부시장 ″반려견놀이터, 새로운 힐링공간 될 것″",http://www.edaily.co.kr/news/newspath.asp?newsid=03650646629014152,2021.04.08.,"['포토', '안병용', '의정부시장', '반려견놀이터', '새로운', '힐링공간', '될', '것']"
소음·안전·배설물에 주민 반발…'반려견 놀이터' 추가 조성될까,http://www.newsis.com/view/?id=NISX20210209_0001335799&cID=10201&pID=10200,2021.02.13.,"['소음', '안전', '배설물에', '주민', '반발', '반려견', '놀이터', '추가', '조성될까']"
"도봉구, 초안산근린공원 반려견 놀이터 3월2일 개장",http://www.notepet.co.kr/news/article/article_view/?idx=21651&groupCode=AB120AD120,2021.02.25.,"['도봉구', '초안산근린공원', '반려견', '놀이터', '월', '일', '개장']"
"서울 도봉구, 초안산공원 내 ‘반려견 놀이터’ 개장",https://hankookilbo.com/News/Read/A2021022418290003653?did=NA,2021.02.24.,"['서울', '도봉구', '초안산공원', '내', '반려견', '놀이터', '개장']"
'美 시애틀의 버스 타는 개' 이클립스 하늘나라로,http://news.tvchosun.com/site/data/html_dir/2022/10/20/2022102090090.html,2022.10.20.,"['시애틀의', '버스', '타는', '개', '이클립스', '하늘나라로']"
"[세상만사] 반려견 맞춤형 임대주택, 연휴 돌봄… 급기야 ‘동물복지 5개년 계...",https://www.chosun.com/national/regional/seoul/2021/12/14/F2H6QZPQEVFJ7MNELFAQAXDT3M/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,,"['세상만사', '반려견', '맞춤형', '임대주택', '연휴', '돌봄', '급기야', '동물복지', '개년', '계']"
"'이솔이♥'박성광, 3층 신혼집 마당을 반려견 놀이터로…'개 팔자 상팔자'",http://www.spotvnews.co.kr/?mod=news&act=articleView&idxno=418147,2021.12.14.,"['이솔이', '박성광', '층', '신혼집', '마당을', '반려견', '놀이터로', '개', '팔자', '상팔자']"
"반려견과 이웃을 위한 배려, 진주시가 앞장선다",http://www.newsgn.com/317699,2021.05.01.,"['반려견과', '이웃을', '위한', '배려', '진주시가', '앞장선다']"
현장 간담회 위해 반려견 놀이터 찾은 이낙연 전 대표,http://www.newsis.com/view/?id=NISI20210613_0017553679,2021.11.29.,"['현장', '간담회', '위해', '반려견', '놀이터', '찾은', '이낙연', '전', '대표']"
목포 부주산에 반려견 놀이터 생긴다,http://www.kukinews.com/newsView/kuk202101110124,2021.06.13.,"['목포', '부주산에', '반려견', '놀이터', '생긴다']"
"고양시, 덕수공원 3천269㎡에 반려견 놀이터 내달 초 개장",http://www.kyeongin.com/main/view.php?key=20210110010001707,2021.01.11.,"['고양시', '덕수공원', '천', '에', '반려견', '놀이터', '내달', '초', '개장']"
춘천 공공 '반려견 놀이터' 10일 개장,http://yna.kr/PYH20210401189300062?did=1196m,2021.01.10.,"['춘천', '공공', '반려견', '놀이터', '일', '개장']"
"진주시, 공원 내 친환경 '반려견 공중소변기' 설치한다",https://www.cnbnews.com/news/article.html?no=521223,2021.11.29.,"['진주시', '공원', '내', '친환경', '반려견', '공중소변기', '설치한다']"
현장 간담회 위해 반려견 놀이터 찾은 이낙연 전 대표,http://www.newsis.com/view/?id=NISI20210613_0017553679,2021.06.13.,"['현장', '간담회', '위해', '반려견', '놀이터', '찾은', '이낙연', '전', '대표']"
목포 부주산에 반려견 놀이터 생긴다,http://www.kukinews.com/newsView/kuk202101110124,2021.01.11.,"['목포', '부주산에', '반려견', '놀이터', '생긴다']"
"고양시, 덕수공원 3천269㎡에 반려견 놀이터 내달 초 개장",http://www.kyeongin.com/main/view.php?key=20210110010001707,2021.01.10.,"['고양시', '덕수공원', '천', '에', '반려견', '놀이터', '내달', '초', '개장']"
춘천 공공 '반려견 놀이터' 10일 개장,http://yna.kr/PYH20210401189300062?did=1196m,2021.04.01.,"['춘천', '공공', '반려견', '놀이터', '일', '개장']"
"반려견 개 물림 사건 사고, 이제는 견주의 책임의식이 필요할때!",http://www.ifm.kr/news/323284,2021.11.25.,"['반려견', '개', '물림', '사건', '사고', '이제는', '견주의', '책임의식이', '필요할때']"
"이영봉 의원, 반려견 전용 놀이터 설치 지원요청 민원상담",http://www.kmaeil.com/news/articleView.html?idxno=259540,2021.01.06.,"['이영봉', '의원', '반려견', '전용', '놀이터', '설치', '지원요청', '민원상담']"
"이영봉 경기도의원, 반려견 전용 놀이터 설치 지원요청 민원상담",https://www.seoul.co.kr/news/newsView.php?id=20210105500158&wlog_tag3=naver,2021.01.05.,"['이영봉', '경기도의원', '반려견', '전용', '놀이터', '설치', '지원요청', '민원상담']"
청주 율봉근린공원에 '애견인 쉼터' 조성,https://www.yna.co.kr/view/AKR20221018137400064?input=1195m,2022.10.18.,"['청주', '율봉근린공원에', '애견인', '쉼터', '조성']"
"증평군 대표 휴양림 에듀팜 특구, 반려견과 숙박 가능 ‘펫포레’ 오픈",http://thepublic.kr/news/newsview.php?ncode=1065585644567772,2021.11.28.,"['증평군', '대표', '휴양림', '에듀팜', '특구', '반려견과', '숙박', '가능', '펫포레', '오픈']"
반려견 놀이터 찾은 이낙연 전 대표,http://www.newsis.com/view/?id=NISI20210613_0017553682,2021.06.13.,"['반려견', '놀이터', '찾은', '이낙연', '전', '대표']"
"박영선 ""서울 25개 구마다 반려견 놀이터 만들겠다""",https://www.hankyung.com/politics/article/2021031679677,2021.03.16.,"['박영선', '서울', '개', '구마다', '반려견', '놀이터', '만들겠다']"
"고양시, 덕수공원에 반려견 놀이터 내달 개장",https://www.sedaily.com/NewsView/22H7AGW7K8,2021.01.10.,"['고양시', '덕수공원에', '반려견', '놀이터', '내달', '개장']"
증평 에듀팜특구에 반려견 동반 숙박시설 '펫포레' 오픈,https://www.news1.kr/articles/?4505034,2021.11.26.,"['증평', '에듀팜특구에', '반려견', '동반', '숙박시설', '펫포레', '오픈']"
"도봉구, 무료 '반려견 놀이터' 3월 개장",http://www.tbs.seoul.kr/news/bunya.do?method=daum_html2&typ_800=7&idx_800=3424597&seq_800=20417174,2021.02.24.,"['도봉구', '무료', '반려견', '놀이터', '월', '개장']"
"[밀착카메라] ""집 앞에 개 놀이터가?"" 갈 길 먼 '반려견 놀이터'",http://news.jtbc.joins.com/article/article.aspx?news_id=NB11984068,2020.12.16.,"['밀착카메라', '집', '앞에', '개', '놀이터가', '갈', '길', '먼', '반려견', '놀이터']"
"태안군, 반려동물 놀이터 인기",http://www.ggilbo.com/news/articleView.html?idxno=883674,2021.12.06.,"['태안군', '반려동물', '놀이터', '인기']"
‘반려견 놀이터’ 사업 주민 반발 극복할까,http://www.segye.com/content/html/2020/12/13/20201213510954.html?OutUrl=naver,,"['반려견', '놀이터', '사업', '주민', '반발', '극복할까']"
“구청이 운영해 믿었는데”…반려견 놀이터서 개물림 사고,https://news.kbs.co.kr/news/view.do?ncd=5324371&ref=A,2020.12.14.,"['구청이', '운영해', '믿었는데', '반려견', '놀이터서', '개물림', '사고']"
[포토뉴스]멍멍! 춘천시 공공 반려견 놀이터 놀러오세요,http://www.kwnews.co.kr/nview.asp?aid=221041100101,2021.11.13.,"['포토뉴스', '멍멍', '춘천시', '공공', '반려견', '놀이터', '놀러오세요']"
"'반려견 배변은 이곳에서...' 진주시, 반려견 공중화장실 설치",http://www.notepet.co.kr/news/article/article_view/?idx=24108&groupCode=AB120AD120,,"['반려견', '배변은', '이곳에서', '진주시', '반려견', '공중화장실', '설치']"
[투데이 현장] 반려인구 1500만 시대…꼬이는 '반려견 놀이터',https://imnews.imbc.com/replay/2020/nwtoday/article/5998997_32531.html,2021.04.12.,"['투데이', '현장', '반려인구', '만', '시대', '꼬이는', '반려견', '놀이터']"
'산책 중 배변 문제 해결' 진주시 반려견 공중화장실 5곳 설치,http://yna.kr/AKR20211129059400052?did=1195m,2021.11.29.,"['산책', '중', '배변', '문제', '해결', '진주시', '반려견', '공중화장실', '곳', '설치']"
[투데이 현장] 반려인구 1500만 시대…꼬이는 '반려견 놀이터',https://imnews.imbc.com/replay/2020/nwtoday/article/5998997_32531.html,2020.11.30.,"['투데이', '현장', '반려인구', '만', '시대', '꼬이는', '반려견', '놀이터']"
[충북&오늘] 괴산군 ‘치유의 숲’·증평군 ‘반려견 숙박시설’ 개장,https://news.kbs.co.kr/news/view.do?ncd=5335161&ref=A,2021.11.26.,"['충북', '오늘', '괴산군', '치유의', '숲', '증평군', '반려견', '숙박시설', '개장']"
[B tv 서울뉴스]도봉구 반려견놀이터 3월 개장,http://ch1.skbroadband.com/content/view?parent_no=24&content_no=54&p_no=117477,2021.02.24.,"['B', 'tv', '서울뉴스', '도봉구', '반려견놀이터', '월', '개장']"
반려견 제대로 사랑하기… 동대문에선 나도 개통령,https://www.seoul.co.kr/news/newsView.php?id=20211126011005&wlog_tag3=naver,,"['반려견', '제대로', '사랑하기', '동대문에선', '나도', '개통령']"
"충남 태안군, 반려동물 놀이터 인기",http://www.newsfreezone.co.kr/news/articleView.html?idxno=349226,2021.11.26.,"['충남', '태안군', '반려동물', '놀이터', '인기']"
연제구 - 부산경상대 반려동물보건과 [부산1호 반려견놀이터] 협력 방문,http://www.busan.com/view/busan/view.php?code=2020112515355720297,2021.12.06.,"['연제구', '부산경상대', '반려동물보건과', '부산', '호', '반려견놀이터', '협력', '방문']"
"""반려견 놀이터도 혐오시설""…주민 반발에 동물복지사업도 꼬인다",http://www.edaily.co.kr/news/newspath.asp?newsid=01433366625967688,2020.11.25.,"['반려견', '놀이터도', '혐오시설', '주민', '반발에', '동물복지사업도', '꼬인다']"
우상호 “반려견 놀이터 서울 모든 자치구에 설치…길고양이 급식소도”,http://news.heraldcorp.com/view.php?ud=20210122000323,2020.11.20.,"['우상호', '반려견', '놀이터', '서울', '모든', '자치구에', '설치', '길고양이', '급식소도']"
"대구 첫 반려견 전용 놀이터, 달서구 장동공원에 들어선다",http://www.idaegu.com/newsView/idg202011180038,2021.01.22.,"['대구', '첫', '반려견', '전용', '놀이터', '달서구', '장동공원에', '들어선다']"
"대구 첫 반려견 전용 놀이터, 달서구 장동공원에 들어선다",http://www.idaegu.com/newsView/idg202011180038,2020.11.18.,"['대구', '첫', '반려견', '전용', '놀이터', '달서구', '장동공원에', '들어선다']"
"[이슈] 하트독, 무료개방 반려견 놀이터 인기 장소 2곳 소개",http://game.dailyesports.com/view.php?ud=202011171825588801eb81adcc4e_26,2020.11.17.,"['이슈', '하트독', '무료개방', '반려견', '놀이터', '인기', '장소', '곳', '소개']"
구혁모 시의원 “반려동물 비양육 주민과의 갈등 해소 등 위해 반려견 뛰어놀...,https://www.kgnews.co.kr/news/article.html?no=674125,2021.11.01.,"['구혁모', '시의원', '반려동물', '비양육', '주민과의', '갈등', '해소', '등', '위해', '반려견', '뛰어놀']"
[Btv 서울뉴스]휘경동 반려견 놀이터...주민 반대 속 '시범 운영 강행',http://ch1.skbroadband.com/content/view?parent_no=24&content_no=54&p_no=111919,2020.11.11.,"['Btv', '서울뉴스', '휘경동', '반려견', '놀이터', '주민', '반대', '속', '시범', '운영', '강행']"
강남 스타일 반려견 놀이터는...,http://www.notepet.co.kr/news/article/article_view/?idx=20782&groupCode=AB110AD110,2020.11.11.,"['강남', '스타일', '반려견', '놀이터는']"
"""반려견 놀이터? 당신네 집 앞에 해"" 개장 첫날 소동",https://news.sbs.co.kr/news/endPage.do?news_id=N1006067746&plink=ORI&cooper=NAVER,2020.11.11.,"['반려견', '놀이터', '당신네', '집', '앞에', '해', '개장', '첫날', '소동']"
"""내 집 앞 NO!"" 반려견 놀이터에 쏟아진 삿대질",https://news.sbs.co.kr/news/endPage.do?news_id=N1006067501&plink=ORI&cooper=NAVER,2020.11.10.,"['내', '집', '앞', 'NO', '반려견', '놀이터에', '쏟아진', '삿대질']"
"동대문구, 반려견 놀이터 시범운영 시작",http://www.ajunews.com/view/20201109100623566,2020.11.09.,"['동대문구', '반려견', '놀이터', '시범운영', '시작']"
놀이터에서 처음 놀아본(?) 허스키들..`미끄럼틀 탈줄 모른댕`,http://www.notepet.co.kr/news/article/article_view/?idx=24052&groupCode=AB130AD130,2021.11.19.,"['놀이터에서', '처음', '놀아본', '허스키들', '미끄럼틀', '탈줄', '모른댕']"
동탄에 반려견 놀이터가 생겼다,http://www.notepet.co.kr/news/article/article_view/?idx=20713&groupCode=AB110AD110,2020.11.05.,"['동탄에', '반려견', '놀이터가', '생겼다']"
"강남구, 14일부터 일일 반려견 놀이터 운영",http://www.siminilbo.co.kr/news/newsview.php?ncode=1065594466642646,2020.11.11.,"['강남구', '일부터', '일일', '반려견', '놀이터', '운영']"
"화성시, 동탄 여울공원에 ‘1호 반려견 놀이터’ 개장",http://www.nspna.com/news/?mode=view&newsid=463327,2020.11.04.,"['화성시', '동탄', '여울공원에', '호', '반려견', '놀이터', '개장']"
청주시 반려견 놀이터에 대형 그늘막 설치,https://www.inews365.com/news/article.html?no=642381,2020.11.02.,"['청주시', '반려견', '놀이터에', '대형', '그늘막', '설치']"
"용인시, 반려견놀이터 출입명부에 나이·성별 기재..'사생활 침해 논란'",http://www.enewstoday.co.kr/news/articleView.html?idxno=1423450,2020.10.28.,"['용인시', '반려견놀이터', '출입명부에', '나이', '성별', '기재', '사생활', '침해', '논란']"
반려견 놀이터서 목줄 안한 대형견에 30대 여성 물려,https://www.donga.com/news/article/all/20211115/110242894/1,,"['반려견', '놀이터서', '목줄', '안한', '대형견에', '대', '여성', '물려']"
"태안군, 반려동물 놀이터 인기",http://www.daejonilbo.com/news/newsitem.asp?pk_no=1497291,2021.11.15.,"['태안군', '반려동물', '놀이터', '인기']"
[르포]쿠킹클래스부터 반려견 산책까지...안되는게 없는 '서초393' 가보니,http://www.ajunews.com/view/20211028162918155,2021.12.06.,"['르포', '쿠킹클래스부터', '반려견', '산책까지', '안되는게', '없는', '서초', '가보니']"
"마포구, 1일 반려견 놀이 공간 '댕댕이놀이터' 정식 개장",http://www.metroseoul.co.kr/article/20220401500212,2021.10.31.,"['마포구', '일', '반려견', '놀이', '공간', '댕댕이놀이터', '정식', '개장']"
진주시 친환경 반려견 공중소변기 설치...초전공원 등 5곳,http://www.newspim.com/news/view/20211129000358,2022.04.01.,"['진주시', '친환경', '반려견', '공중소변기', '설치', '초전공원', '등', '곳']"
화성시 화성 여울공원에 반려견 놀이터 임시개장…의견 수렴 후 내년 2월 정식...,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202011041544245910212,2020.11.04.,"['화성시', '화성', '여울공원에', '반려견', '놀이터', '임시개장', '의견', '수렴', '후', '내년', '월', '정식']"
수도권매립지관리공사 반려견 놀이터 ‘드림퍼피’ 시범개장,http://www.viva100.com/main/view.php?key=20201106010001712,2021.11.29.,"['수도권매립지관리공사', '반려견', '놀이터', '드림퍼피', '시범개장']"
"[Btv 서울뉴스]동대문구 반려견 놀이터 시범운영 추진...주민들 ""결사반대""",http://ch1.skbroadband.com/content/view?parent_no=24&content_no=54&p_no=110420,2020.11.06.,"['Btv', '서울뉴스', '동대문구', '반려견', '놀이터', '시범운영', '추진', '주민들', '결사반대']"
[르포]쿠킹클래스부터 반려견 산책까지...안되는게 없는 '서초393' 가보니,http://www.ajunews.com/view/20211028162918155,2021.10.31.,"['르포', '쿠킹클래스부터', '반려견', '산책까지', '안되는게', '없는', '서초', '가보니']"
"마포구, 1일 반려견 놀이 공간 '댕댕이놀이터' 정식 개장",http://www.metroseoul.co.kr/article/20220401500212,2022.04.01.,"['마포구', '일', '반려견', '놀이', '공간', '댕댕이놀이터', '정식', '개장']"
진주시 친환경 반려견 공중소변기 설치...초전공원 등 5곳,http://www.newspim.com/news/view/20211129000358,2021.11.29.,"['진주시', '친환경', '반려견', '공중소변기', '설치', '초전공원', '등', '곳']"
수도권매립지관리공사 반려견 놀이터 ‘드림퍼피’ 시범개장,http://www.viva100.com/main/view.php?key=20201106010001712,2020.11.06.,"['수도권매립지관리공사', '반려견', '놀이터', '드림퍼피', '시범개장']"
"[Btv 서울뉴스]동대문구 반려견 놀이터 시범운영 추진...주민들 ""결사반대""",http://ch1.skbroadband.com/content/view?parent_no=24&content_no=54&p_no=110420,2020.10.16.,"['Btv', '서울뉴스', '동대문구', '반려견', '놀이터', '시범운영', '추진', '주민들', '결사반대']"
"평택시, 반려견 놀이터 추가 조성한다",https://sports.donga.com/article/all/20201013/103392121/2,2020.10.13.,"['평택시', '반려견', '놀이터', '추가', '조성한다']"
"평택시, '반려견 놀이터' 2개소 추가 조성키로",http://www.kmaeil.com/news/articleView.html?idxno=244654,2020.10.12.,"['평택시', '반려견', '놀이터', '개소', '추가', '조성키로']"
"건설업계, 펫시장 선점나서며 '반려견 놀이터'도 내달 선봬",http://www.seoulwire.com/news/articleView.html?idxno=430269,2020.11.23.,"['건설업계', '펫시장', '선점나서며', '반려견', '놀이터', '도', '내달', '선봬']"
"강남구의회 김진홍 의원, 반려동물 놀이터 조성 제안",http://www.jeonmae.co.kr/news/articleView.html?idxno=861871,2021.11.15.,"['강남구의회', '김진홍', '의원', '반려동물', '놀이터', '조성', '제안']"
반려견 놀이터 슬기롭게 사용하기 [따듯한 동물사전],http://www.sisajournal.com/news/articleView.html?idxno=205551,2020.10.02.,"['반려견', '놀이터', '슬기롭게', '사용하기', '따듯한', '동물사전']"
평택시 ‘반려견 놀이터’ 2개소 추가 조성,http://www.joongdo.co.kr/web/view.php?key=20201012010002692,2020.10.12.,"['평택시', '반려견', '놀이터', '개소', '추가', '조성']"
"[지금, 여행] ""함께 산책 가요"" 반려견과 함께 걷고 싶은 '독(Dog)'특한 산책...",http://www.ajunews.com/view/20211012084608745,2021.10.13.,"['지금', '여행', '함께', '산책', '가요', '반려견과', '함께', '걷고', '싶은', '독', 'Dog', '특한', '산책']"
"울산 동구의회 ""동구가 추진 중인 '반려견놀이터' 부지 적절치 않아""",http://www.iusm.co.kr/news/articleView.html?idxno=898197,2021.01.12.,"['울산', '동구의회', '동구가', '추진', '중인', '반려견놀이터', '부지', '적절치', '않아']"
반려견과 함께 걸을까…'서울 댕댕이 산책코스' 어디있나?,https://www.news1.kr/articles/?4456281,2021.10.11.,"['반려견과', '함께', '걸을까', '서울', '댕댕이', '산책코스', '어디있나']"
진주시 ‘반려견 공중화장실’ 5곳 시범 운영,https://news.kbs.co.kr/news/view.do?ncd=5337068&ref=A,2021.11.30.,"['진주시', '반려견', '공중화장실', '곳', '시범', '운영']"
"목포 반려동물놀이터, 문 열자마자 인기로 '북적'",http://news.tf.co.kr/read/national/1897437.htm,2021.11.03.,"['목포', '반려동물놀이터', '문', '열자마자', '인기로', '북적']"
"""반려견놀이터, 주민 갈등 줄이는데 도움…소통하며 이해 필요""",https://www.news1.kr/articles/?4068518,2020.09.25.,"['반려견놀이터', '주민', '갈등', '줄이는데', '도움', '소통하며', '이해', '필요']"
"평택시, ‘반려견 놀이터’ 2개소 추가 조성키로",http://www.siminilbo.co.kr/news/newsview.php?ncode=1065587002028162,2020.10.12.,"['평택시', '반려견', '놀이터', '개소', '추가', '조성키로']"
"서울관광재단, 반려견과 동반 가능한 ‘서울 댕댕이 산책코스 7선’ 선정·발...",http://www.ttlnews.com/article/KOREA/10762,2021.10.08.,"['서울관광재단', '반려견과', '동반', '가능한', '서울', '댕댕이', '산책코스', '선', '선정', '발']"
"수도권매립지관리공사, 반려견 놀이터 ‘드림퍼피’ 시범개장",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202011061120093120642,2020.11.09.,"['수도권매립지관리공사', '반려견', '놀이터', '드림퍼피', '시범개장']"
"진주시, 한국도로공사와 반려견놀이터 조성을 위한 업무협약 체결",http://www.m-i.kr/news/articleView.html?idxno=747833,2020.09.19.,"['진주시', '한국도로공사와', '반려견놀이터', '조성을', '위한', '업무협약', '체결']"
"수도권매립지관리공사, 반려견 놀이터 ‘드림퍼피’ 시범 개장",http://www.shinailbo.co.kr/news/articleView.html?idxno=1340569,2020.11.08.,"['수도권매립지관리공사', '반려견', '놀이터', '드림퍼피', '시범', '개장']"
진주시-한국도로공사 반려견놀이터 조성 위해 손잡다,http://www.gndomin.com/news/articleView.html?idxno=253613,2020.09.18.,"['진주시', '한국도로공사', '반려견놀이터', '조성', '위해', '손잡다']"
"진주시, 한국도로공사와 반려견놀이터 조성 위한 업무협약",http://www.betanews.net:8080/article/1233092.html,2020.09.17.,"['진주시', '한국도로공사와', '반려견놀이터', '조성', '위한', '업무협약']"
부주산 반려동물놀이터 개장 3주만에 인기몰이,https://www.jnilbo.com/view/media/view?code=2021110716122947102,2021.11.07.,"['부주산', '반려동물놀이터', '개장', '주만에', '인기몰이']"
[청주소식] 율봉공원 애견인 쉼터 조성 등,http://www.newsis.com/view/?id=NISX20221018_0002052483&cID=10899&pID=10800,2022.10.18.,"['청주소식', '율봉공원', '애견인', '쉼터', '조성', '등']"
목포 부주산 반려동물놀이터 ‘인기몰이’,http://www.jndn.com/article.php?aid=1636016024326013109,2021.11.04.,"['목포', '부주산', '반려동물놀이터', '인기몰이']"
"수도권매립지관리공사, 반려견 놀이터 ‘드림퍼피’ 시범개장",http://www.smartfn.co.kr/view.php?ud=202011081257256766d5d29c6899_46,2020.11.08.,"['수도권매립지관리공사', '반려견', '놀이터', '드림퍼피', '시범개장']"
"진주시-도로공사 부경본부, 반려견 놀이터 조성 협약",http://www.cnbnews.com/news/article.html?no=461247,2020.09.17.,"['진주시', '도로공사', '부경본부', '반려견', '놀이터', '조성', '협약']"
